id,consum_activity,service_type,is_allow_report,market_activ_6_mon,market_activ_cur_mon,duration,promo,pop_cat_goods,mean_view_cat_per_visit,unpaid_goods_per_quater,serv_error,webpage_per_visit,last_last_rev,last_rev,current_rev,last_dur_minutes,current_dur_minutes
216347,Прежний уровень,премиум,да,5.4,3,491,0.15,Домашний текстиль,2,5,4,11,4973.5,5653.0,4514.6,21,16
216348,Прежний уровень,стандарт,да,3.9,5,356,0.28,Мелкая бытовая техника и электроника,4,0,8,6,5586.0,4950.0,6267.2,16,14
216349,Прежний уровень,стандарт,нет,5.5,4,341,0.16,Косметика и аксесуары,4,1,2,10,5230.5,5394.0,5218.8,13,11
216350,Прежний уровень,стандарт,да,4.1,4,802,0.3,Кухонная посуда,2,3,6,9,5417.5,4807.0,6076.6,16,16
216351,Прежний уровень,стандарт,да,5.3,4,378,0.23,Техника для красоты и здоровья,5,3,4,15,5605.0,5332.0,5498.4,11,12
216352,Прежний уровень,стандарт,да,5.8,5,624,0.26,Кухонная посуда,2,3,7,8,5032.0,5143.0,5065.8,19,13
216353,Прежний уровень,стандарт,да,4.1,4,795,0.3,Товары для детей,6,2,4,8,5327.0,4721.0,4931.8,9,18
216354,Прежний уровень,стандарт,нет,6.1,5,823,0.25,Товары для детей,3,4,6,15,4674.0,4834.0,4943.1,16,20
216355,Прежний уровень,стандарт,да,5.1,4,433,0.14,Товары для детей,4,1,4,9,4005.0,4768.0,4796.7,20,5
216356,Прежний уровень,стандарт,да,5.5,4,1022,0.91,Мелкая бытовая техника и электроника,3,0,3,11,5542.5,5082.0,6071.6,13,6
216357,Прежний уровень,стандарт,нет,4.1,4,184,0.99,Кухонная посуда,3,4,5,7,5700.5,4745.0,6658.6,16,15
216358,Прежний уровень,премиум,да,4.1,4,835,0.13,Домашний текстиль,3,3,4,16,4109.0,4910.0,3544.8,17,17
216359,Прежний уровень,стандарт,да,4.9,5,387,0.12,Кухонная посуда,4,1,6,7,5296.5,5442.0,5300.4,15,17
216360,Прежний уровень,стандарт,нет,5.0,5,567,0.17,Косметика и аксесуары,3,2,4,17,5769.0,5154.0,6432.0,16,13
216361,Прежний уровень,стандарт,нет,4.9,5,519,0.25,Косметика и аксесуары,3,0,9,9,4254.5,4979.0,3756.6,18,16
216362,Прежний уровень,премиум,да,3.9,4,776,0.3,Товары для детей,3,1,3,8,5287.0,5055.0,5215.5,14,17
216363,Прежний уровень,премиум,да,2.6,4,620,0.28,Товары для детей,3,2,7,8,5011.0,5075.0,5170.9,17,20
216364,Прежний уровень,стандарт,нет,3.6,4,514,0.95,Товары для детей,4,4,5,13,3547.0,4352.0,4375.1,13,12
216365,Прежний уровень,премиум,да,4.4,5,597,0.24,Товары для детей,3,5,4,15,4376.0,4767.0,4845.3,17,16
216366,Прежний уровень,стандарт,да,3.7,5,368,0.11,Домашний текстиль,6,4,6,10,4666.0,4369.0,5053.4,13,14
216367,Прежний уровень,премиум,да,4.6,3,568,0.28,Домашний текстиль,3,4,5,14,5360.5,5641.0,5247.4,19,17
216368,Прежний уровень,премиум,да,4.3,4,1061,0.24,Домашний текстиль,5,2,6,16,4082.0,4436.0,3905.2,16,19
216369,Прежний уровень,стандарт,да,4.3,4,779,0.25,Мелкая бытовая техника и электроника,3,3,8,4,3980.0,4484.0,3673.2,16,17
216370,Прежний уровень,стандарт,нет,5.2,4,717,0.13,Кухонная посуда,2,3,5,9,5767.0,5035.0,6531.4,15,10
216371,Прежний уровень,стандарт,нет,3.3,3,414,0.94,Домашний текстиль,2,1,5,9,5362.5,5124.0,5699.2,14,10
216372,Прежний уровень,стандарт,нет,4.9,4,477,0.18,Товары для детей,4,2,2,14,6278.0,5528.0,5756.7,15,14
216373,Прежний уровень,стандарт,да,4.2,4,651,0.12,Техника для красоты и здоровья,3,1,2,10,4135.0,4940.0,4963.1,10,7
216374,Прежний уровень,стандарт,да,4.4,4,1024,0.27,Косметика и аксесуары,3,4,4,8,4629.5,4970.0,4464.4,11,13
216375,Прежний уровень,стандарт,да,5.8,3,345,0.15,Кухонная посуда,5,1,2,7,4168.5,5142.0,3454.8,12,19
216376,Прежний уровень,стандарт,нет,3.4,4,514,0.27,Техника для красоты и здоровья,3,2,5,6,5035.0,4861.0,5014.2,14,20
216377,Прежний уровень,стандарт,да,4.1,4,553,0.95,Домашний текстиль,5,3,5,15,5076.0,4875.0,5380.2,20,19
216378,Прежний уровень,премиум,да,5.7,3,636,0.14,Товары для детей,3,2,7,11,4263.0,4857.0,4907.8,14,16
216379,Прежний уровень,премиум,да,3.3,4,827,0.25,Домашний текстиль,4,2,4,14,5105.5,4606.0,5668.4,13,13
216380,Прежний уровень,стандарт,да,5.7,3,286,0.13,Мелкая бытовая техника и электроника,6,5,2,8,4748.0,4400.0,5179.6,9,11
216381,Прежний уровень,стандарт,да,4.2,4,201,0.23,Мелкая бытовая техника и электроника,5,3,5,18,5592.0,5526.0,5779.2,13,4
216382,Прежний уровень,премиум,нет,4.5,3,762,0.24,Товары для детей,5,0,3,8,5339.0,5026.0,5197.3,19,21
216383,Прежний уровень,стандарт,да,4.3,5,748,0.95,Косметика и аксесуары,3,1,6,6,4823.5,4615.0,5134.2,19,7
216384,Прежний уровень,стандарт,нет,3.2,3,973,0.11,Товары для детей,4,4,4,12,4546.0,4874.0,4960.7,9,17
216385,Прежний уровень,стандарт,нет,3.9,5,789,0.94,Техника для красоты и здоровья,4,1,6,10,4267.0,4934.0,4975.5,15,14
216386,Прежний уровень,стандарт,да,4.3,4,661,0.17,Мелкая бытовая техника и электроника,5,5,7,6,5445.0,4959.0,5996.2,16,19
216387,Прежний уровень,стандарт,нет,4.0,4,478,0.21,Товары для детей,5,2,6,12,5111.0,5355.0,5452.9,18,13
216388,Прежний уровень,стандарт,да,4.3,4,356,0.15,Кухонная посуда,3,2,4,6,5277.5,5171.0,5499.8,20,12
216389,Прежний уровень,стандарт,да,4.9,4,592,0.21,Домашний текстиль,2,5,9,8,5225.5,5341.0,5255.4,17,13
216390,Прежний уровень,стандарт,да,6.1,5,876,0.17,Товары для детей,3,3,5,8,3931.0,4754.0,4774.7,11,12
216391,Прежний уровень,стандарт,нет,4.3,5,234,0.25,Косметика и аксесуары,4,2,5,8,5161.5,4416.0,5937.6,11,16
216392,Прежний уровень,стандарт,да,4.6,5,356,0.17,Товары для детей,3,4,3,13,4973.0,4819.0,4969.1,20,9
216393,Прежний уровень,премиум,да,3.5,4,435,0.24,Домашний текстиль,5,2,7,10,4882.5,5094.0,4829.2,17,10
216394,Прежний уровень,стандарт,нет,4.7,3,440,0.12,Мелкая бытовая техника и электроника,4,2,4,10,4941.5,5000.0,5020.8,12,15
216395,Прежний уровень,стандарт,да,3.9,4,475,0.3,Домашний текстиль,4,5,5,12,4412.0,4625.0,4357.4,16,21
216396,Прежний уровень,премиум,да,5.4,4,723,0.15,Техника для красоты и здоровья,5,3,2,11,5378.0,4603.0,4835.9,14,17
216397,Прежний уровень,стандарт,да,4.2,5,199,0.94,Товары для детей,4,2,6,4,3846.0,4471.0,4518.1,14,11
216398,Прежний уровень,стандарт,нет,5.7,3,1010,0.15,Товары для детей,3,0,6,3,4439.0,4935.0,4999.3,15,19
216399,Прежний уровень,стандарт,да,3.8,4,265,0.95,Техника для красоты и здоровья,5,2,1,12,4728.0,5223.0,5285.7,15,9
216400,Прежний уровень,стандарт,да,5.0,3,1000,0.17,Мелкая бытовая техника и электроника,4,1,4,5,4956.0,4974.0,5070.4,15,21
216401,Прежний уровень,стандарт,да,5.1,4,471,0.25,Домашний текстиль,3,3,4,8,5364.5,5363.0,5495.8,19,17
216402,Прежний уровень,стандарт,да,4.9,3,378,0.17,Товары для детей,5,4,2,13,5148.0,5158.0,5287.1,18,14
216403,Прежний уровень,стандарт,нет,3.7,4,596,0.15,Товары для детей,3,0,9,15,5115.0,5374.0,5469.9,13,16
216404,Прежний уровень,премиум,да,5.5,5,776,0.18,Товары для детей,5,2,6,13,4954.0,4690.0,4855.2,13,22
216405,Прежний уровень,стандарт,да,4.0,4,436,0.21,Мелкая бытовая техника и электроника,4,1,6,9,4637.0,5663.0,3877.8,17,21
216406,Прежний уровень,стандарт,да,4.6,4,713,0.24,Мелкая бытовая техника и электроника,4,4,7,12,5254.5,4986.0,5617.2,20,15
216407,Прежний уровень,стандарт,да,4.1,5,646,0.16,Техника для красоты и здоровья,6,3,6,8,3411.0,4365.0,4367.8,13,12
216408,Прежний уровень,премиум,нет,4.9,4,424,0.3,Домашний текстиль,4,4,9,11,5930.5,5395.0,6524.6,16,22
216409,Прежний уровень,премиум,да,4.8,4,425,0.25,Товары для детей,4,3,1,11,5697.0,5568.0,5715.2,16,14
216410,Прежний уровень,премиум,да,4.8,3,939,0.11,Домашний текстиль,6,1,7,12,4273.0,4465.0,4236.6,21,23
216411,Прежний уровень,стандарт,да,5.1,4,602,0.23,Товары для детей,2,2,8,9,4857.0,4775.0,4915.5,17,15
216412,Прежний уровень,стандарт,да,5.5,3,847,0.11,Мелкая бытовая техника и электроника,5,1,5,4,5227.0,5233.0,5351.8,14,16
216413,Прежний уровень,премиум,да,5.2,3,1032,0.95,Мелкая бытовая техника и электроника,3,5,2,11,5522.5,4828.0,6254.4,11,14
216414,Прежний уровень,стандарт,нет,3.9,5,380,0.16,Товары для детей,3,1,3,5,5122.0,4944.0,5097.3,11,14
216415,Прежний уровень,стандарт,да,4.7,4,536,0.16,Домашний текстиль,6,3,4,11,4803.5,4604.0,5106.4,12,20
216416,Прежний уровень,премиум,да,5.3,3,784,0.17,Товары для детей,6,4,2,8,5496.0,4995.0,5191.8,15,18
216417,Прежний уровень,премиум,да,4.6,3,485,0.23,Мелкая бытовая техника и электроника,2,5,7,13,4163.5,4486.0,4014.0,20,11
216418,Прежний уровень,стандарт,нет,5.9,4,121,0.24,Товары для детей,3,2,0,14,3622.0,4745.0,4725.7,8,17
216419,Прежний уровень,стандарт,да,5.3,4,889,0.28,Техника для красоты и здоровья,2,1,4,11,4235.0,4974.0,5005.9,11,19
216420,Прежний уровень,стандарт,да,6.3,4,606,0.25,Косметика и аксесуары,2,5,1,9,5028.0,4536.0,5584.4,12,17
216421,Прежний уровень,премиум,да,4.1,3,302,0.95,Товары для детей,2,2,2,6,5768.0,5267.0,5463.8,13,18
216422,Прежний уровень,стандарт,да,5.2,5,726,0.25,Мелкая бытовая техника и электроника,4,5,6,12,4988.5,4654.0,5408.4,15,17
216423,Прежний уровень,стандарт,да,4.4,3,280,0.17,Домашний текстиль,1,2,6,4,5153.5,4519.0,5833.4,20,19
216424,Прежний уровень,премиум,да,4.4,4,993,0.17,Домашний текстиль,2,3,9,8,5343.5,4820.0,5927.2,12,12
216425,Прежний уровень,стандарт,да,3.8,4,205,0.17,Техника для красоты и здоровья,2,3,8,17,4072.0,4835.0,4863.7,16,12
216426,Прежний уровень,стандарт,нет,3.3,3,712,0.13,Домашний текстиль,2,0,7,8,4090.0,4522.0,3845.6,19,14
216427,Прежний уровень,стандарт,да,3.9,5,513,0.3,Косметика и аксесуары,2,4,3,9,5048.5,4972.0,5244.8,16,15
216428,Прежний уровень,стандарт,да,4.9,5,595,0.15,Кухонная посуда,2,1,1,11,5714.5,4894.0,6555.6,12,16
216429,Прежний уровень,стандарт,да,5.7,4,509,0.26,Техника для красоты и здоровья,2,2,2,16,3899.0,4712.0,4733.6,14,18
216430,Прежний уровень,стандарт,да,3.4,4,540,0.24,Товары для детей,1,3,5,10,5574.0,5415.0,5566.2,17,12
216431,Прежний уровень,стандарт,да,3.8,5,275,0.17,Товары для детей,1,5,4,13,4923.0,5143.0,5244.1,18,12
216432,Прежний уровень,премиум,да,3.5,4,844,0.24,Товары для детей,1,5,8,18,4785.0,4917.0,5029.4,17,14
216433,Прежний уровень,стандарт,нет,4.0,3,788,0.23,Товары для детей,2,3,4,7,4752.0,4884.0,4996.4,9,5
216434,Прежний уровень,премиум,да,5.3,3,724,0.15,Косметика и аксесуары,1,1,6,9,4822.5,4470.0,5258.0,16,17
216435,Прежний уровень,премиум,да,5.8,4,190,0.3,Домашний текстиль,1,4,5,11,5220.0,4341.0,6111.8,11,18
216436,Прежний уровень,стандарт,да,4.6,4,785,0.24,Мелкая бытовая техника и электроника,2,1,6,13,4539.5,4853.0,4397.8,21,10
216437,Прежний уровень,стандарт,нет,3.3,5,517,0.25,Товары для детей,1,2,1,9,3568.0,4648.0,4634.0,18,8
216438,Прежний уровень,стандарт,нет,4.8,4,460,0.2,Техника для красоты и здоровья,2,1,5,6,5028.0,5376.0,5459.6,13,14
216439,Прежний уровень,стандарт,да,6.1,4,627,0.13,Мелкая бытовая техника и электроника,3,3,1,13,5328.0,4644.0,6050.8,16,8
216440,Прежний уровень,стандарт,да,3.2,4,703,0.3,Мелкая бытовая техника и электроника,2,1,6,6,4318.0,4795.0,4034.6,21,13
216441,Прежний уровень,стандарт,нет,4.1,4,136,0.3,Мелкая бытовая техника и электроника,3,4,3,10,4356.0,4485.0,4374.2,20,14
216442,Прежний уровень,стандарт,да,3.8,4,907,0.13,Косметика и аксесуары,2,1,8,4,3829.0,4837.0,3085.4,13,20
216443,Прежний уровень,стандарт,нет,4.8,4,322,0.17,Домашний текстиль,2,3,6,6,5140.0,5029.0,5366.2,21,6
216444,Прежний уровень,премиум,да,5.7,5,423,0.28,Мелкая бытовая техника и электроника,4,2,6,15,4266.5,4694.0,4026.0,22,14
216445,Прежний уровень,стандарт,да,4.9,5,307,0.99,Техника для красоты и здоровья,1,2,6,9,3061.0,4351.0,4309.0,18,9
216446,Прежний уровень,стандарт,да,5.3,5,433,0.91,Техника для красоты и здоровья,1,1,0,7,4712.0,5160.0,5230.7,15,20
216447,Прежний уровень,премиум,да,5.5,5,953,0.24,Домашний текстиль,2,2,4,14,5501.0,5171.0,5917.0,12,14
216448,Прежний уровень,премиум,да,3.3,4,964,0.14,Домашний текстиль,4,3,8,6,5679.5,5315.0,6125.4,12,13
216449,Прежний уровень,стандарт,да,3.6,4,618,0.24,Техника для красоты и здоровья,3,2,7,3,3640.0,4721.0,4707.3,16,13
216450,Прежний уровень,стандарт,нет,6.1,3,372,0.16,Мелкая бытовая техника и электроника,3,3,6,10,5144.0,4859.0,5521.0,10,7
216451,Прежний уровень,премиум,да,3.5,4,972,0.18,Мелкая бытовая техника и электроника,3,1,6,5,6010.0,5176.0,6862.8,12,22
216452,Прежний уровень,стандарт,нет,4.6,3,238,0.11,Домашний текстиль,6,0,6,11,4798.0,4825.0,4904.6,16,14
216453,Прежний уровень,стандарт,да,4.1,5,449,0.25,Товары для детей,4,4,3,13,4037.0,4466.0,4538.8,18,15
216454,Прежний уровень,премиум,да,4.4,5,929,0.14,Кухонная посуда,5,1,6,7,4332.5,4946.0,3930.8,19,22
216455,Прежний уровень,стандарт,нет,4.7,4,511,0.13,Товары для детей,2,3,7,12,5662.0,5510.0,5424.1,15,12
216456,Прежний уровень,стандарт,да,5.5,3,868,0.14,Товары для детей,3,2,6,11,5766.0,5276.0,5468.3,20,16
216457,Прежний уровень,стандарт,нет,5.7,4,259,0.14,Мелкая бытовая техника и электроника,4,1,4,10,5389.0,4867.0,5971.4,16,8
216458,Прежний уровень,стандарт,да,5.5,4,739,0.28,Мелкая бытовая техника и электроника,3,0,6,9,5198.0,5003.0,5497.0,14,11
216459,Прежний уровень,стандарт,да,3.9,4,539,0.13,Косметика и аксесуары,3,0,4,14,4852.5,5223.0,4661.4,16,17
216460,Прежний уровень,стандарт,да,4.4,5,237,0.95,Техника для красоты и здоровья,4,3,4,4,4602.0,4845.0,4942.6,15,22
216461,Прежний уровень,премиум,да,5.5,4,781,0.23,Косметика и аксесуары,3,1,6,9,4837.0,4846.0,4959.2,14,11
216462,Прежний уровень,премиум,да,4.7,3,398,0.12,Товары для детей,2,5,3,15,4344.0,4663.0,4750.9,13,5
216463,Прежний уровень,стандарт,да,3.9,5,175,0.99,Техника для красоты и здоровья,4,2,5,7,5180.0,5104.0,5243.7,18,17
216464,Прежний уровень,стандарт,да,3.3,3,290,0.15,Кухонная посуда,3,2,2,9,5256.0,4794.0,5786.4,17,12
216465,Прежний уровень,стандарт,да,4.9,4,739,0.17,Мелкая бытовая техника и электроника,5,1,4,4,5505.5,5180.0,5917.6,18,15
216466,Прежний уровень,премиум,да,5.5,3,985,0.24,Домашний текстиль,5,4,4,13,4570.5,4410.0,4839.6,14,15
216467,Прежний уровень,стандарт,да,4.1,3,564,0.28,Мелкая бытовая техника и электроника,3,0,4,9,4994.0,5267.0,4887.4,17,17
216468,Прежний уровень,премиум,да,4.8,3,1008,0.28,Товары для детей,3,2,6,15,4291.0,4765.0,4831.8,12,17
216469,Прежний уровень,стандарт,да,4.3,4,999,0.23,Домашний текстиль,4,0,4,10,5058.0,5616.0,4704.4,23,22
216470,Прежний уровень,стандарт,да,4.3,5,522,0.3,Товары для детей,5,3,8,11,5065.0,5090.0,5217.1,23,18
216471,Прежний уровень,премиум,да,3.9,4,1042,0.25,Товары для детей,2,1,6,10,3673.0,4661.0,4659.7,17,17
216472,Прежний уровень,стандарт,да,3.8,4,767,0.14,Домашний текстиль,2,4,5,10,4496.0,4799.0,4363.4,16,10
216473,Прежний уровень,стандарт,да,4.3,4,404,0.23,Кухонная посуда,4,2,5,8,4668.5,5105.0,4420.2,20,18
216474,Прежний уровень,стандарт,да,4.0,3,445,0.26,Техника для красоты и здоровья,3,2,3,8,3846.0,4616.0,4642.9,17,16
216475,Прежний уровень,стандарт,да,3.5,3,577,0.23,Техника для красоты и здоровья,3,0,4,11,6231.0,5454.0,5687.6,16,13
216476,Прежний уровень,стандарт,да,5.0,4,648,0.16,Товары для детей,2,2,6,13,4097.0,4659.0,4714.5,16,11
216477,Прежний уровень,стандарт,да,4.8,3,611,0.24,Домашний текстиль,5,4,0,10,5206.0,4750.0,5731.2,14,17
216478,Прежний уровень,стандарт,да,2.6,3,461,0.91,Косметика и аксесуары,3,1,3,9,5949.5,5612.0,6372.0,15,13
216479,Прежний уровень,стандарт,нет,4.4,3,219,0.15,Домашний текстиль,3,3,3,4,5466.0,5253.0,5780.6,20,10
216480,Прежний уровень,стандарт,да,5.3,4,454,0.13,Мелкая бытовая техника и электроника,6,3,3,7,4553.0,4649.0,4599.8,16,20
216481,Прежний уровень,премиум,да,4.4,5,862,0.17,Техника для красоты и здоровья,4,4,8,10,4914.0,4872.0,5007.6,16,20
216482,Прежний уровень,стандарт,да,5.6,3,660,0.24,Домашний текстиль,5,3,4,9,5310.5,5186.0,5548.4,10,9
216483,Прежний уровень,стандарт,нет,4.9,4,816,0.95,Мелкая бытовая техника и электроника,6,1,5,13,5452.0,5125.0,5865.4,8,17
216484,Прежний уровень,стандарт,да,4.3,5,522,0.23,Техника для красоты и здоровья,4,2,3,4,4366.0,4550.0,4655.9,19,13
216485,Прежний уровень,стандарт,да,4.1,4,335,0.21,Товары для детей,6,3,3,7,3636.0,4684.0,4674.7,17,8
216486,Прежний уровень,премиум,да,2.6,4,346,0.24,Домашний текстиль,5,5,4,18,4832.0,5231.0,4616.2,14,11
216487,Прежний уровень,стандарт,нет,4.3,3,718,0.24,Техника для красоты и здоровья,4,1,6,8,5393.0,5399.0,5517.8,19,15
216488,Прежний уровень,стандарт,да,4.1,4,619,0.23,Товары для детей,6,1,1,13,4253.0,4449.0,4553.3,12,18
216489,Прежний уровень,стандарт,да,6.6,3,796,0.21,Домашний текстиль,3,3,2,8,5828.0,5165.0,6532.6,14,6
216490,Прежний уровень,стандарт,да,4.8,4,832,0.24,Мелкая бытовая техника и электроника,3,1,5,8,4623.0,5538.0,3960.0,19,11
216491,Прежний уровень,стандарт,нет,5.5,4,291,0.13,Домашний текстиль,3,4,2,15,4494.0,5502.0,3750.4,19,13
216492,Прежний уровень,стандарт,да,4.0,5,742,0.23,Техника для красоты и здоровья,3,2,5,3,4659.0,4620.0,4822.8,11,12
216493,Прежний уровень,стандарт,да,5.3,4,129,0.21,Домашний текстиль,4,5,2,17,5371.5,4944.0,5872.0,16,9
216494,Прежний уровень,премиум,да,5.1,3,1041,0.26,Кухонная посуда,2,0,2,4,4820.5,5428.0,4424.0,11,18
216495,Прежний уровень,стандарт,нет,2.6,4,349,0.15,Мелкая бытовая техника и электроника,5,4,3,10,4014.5,4700.0,3550.4,10,19
216496,Прежний уровень,стандарт,да,4.7,4,509,0.28,Косметика и аксесуары,3,2,4,11,4655.5,5272.0,4251.2,22,15
216497,Прежний уровень,стандарт,да,4.1,4,220,0.16,Кухонная посуда,5,3,1,7,5607.0,5064.0,6207.6,13,20
216498,Прежний уровень,стандарт,да,4.1,4,374,0.23,Товары для детей,4,2,5,11,4351.0,4690.0,4774.8,15,7
216499,Прежний уровень,стандарт,да,4.0,3,923,0.95,Техника для красоты и здоровья,5,2,6,6,5690.0,5191.0,5387.1,13,17
216500,Прежний уровень,стандарт,да,3.9,5,296,0.24,Косметика и аксесуары,4,4,3,11,4396.0,4483.0,4450.6,17,16
216501,Прежний уровень,стандарт,да,4.1,4,311,0.28,Товары для детей,4,2,4,9,4611.0,4680.0,4800.8,12,7
216502,Прежний уровень,премиум,да,4.3,4,902,0.16,Товары для детей,2,4,3,13,4986.0,4611.0,4813.1,14,9
216503,Прежний уровень,стандарт,да,3.9,3,749,0.15,Косметика и аксесуары,4,0,4,6,4962.0,5211.0,4876.2,14,19
216504,Прежний уровень,стандарт,да,3.3,4,482,0.2,Товары для детей,4,2,5,11,5015.0,5175.0,5284.1,19,11
216505,Прежний уровень,стандарт,нет,5.9,4,617,0.16,Мелкая бытовая техника и электроника,2,3,5,10,5998.5,5595.0,6478.2,21,18
216506,Прежний уровень,стандарт,да,5.1,4,893,0.14,Косметика и аксесуары,5,1,6,7,5461.0,4768.0,6191.6,14,13
216507,Прежний уровень,стандарт,нет,3.7,3,595,0.91,Товары для детей,5,4,5,15,4971.0,5212.0,5310.3,18,15
216508,Прежний уровень,стандарт,да,4.9,5,384,0.28,Техника для красоты и здоровья,6,0,3,8,6531.0,5553.0,5813.4,12,14
216509,Прежний уровень,премиум,да,5.2,4,833,0.28,Товары для детей,5,1,8,15,4808.0,4631.0,4784.6,13,15
216510,Прежний уровень,премиум,да,4.9,5,723,0.91,Мелкая бытовая техника и электроника,2,4,6,9,5821.0,5290.0,6411.2,20,12
216511,Прежний уровень,стандарт,да,4.6,4,704,0.11,Домашний текстиль,4,4,5,10,5582.0,5249.0,6000.6,18,16
216512,Прежний уровень,премиум,да,4.2,3,545,0.21,Мелкая бытовая техника и электроника,3,2,3,10,4858.0,4939.0,4917.8,13,15
216513,Прежний уровень,стандарт,да,4.1,4,559,0.2,Мелкая бытовая техника и электроника,4,2,1,7,4923.5,5072.0,4924.8,17,14
216514,Прежний уровень,премиум,нет,5.7,4,301,0.17,Домашний текстиль,2,5,5,14,4757.5,4795.0,4855.0,18,8
216515,Прежний уровень,стандарт,да,4.9,4,882,0.17,Косметика и аксесуары,3,2,6,9,5007.0,4761.0,5350.2,16,19
216516,Прежний уровень,стандарт,нет,5.4,4,508,0.28,Мелкая бытовая техника и электроника,3,1,3,8,5394.5,5279.0,5624.6,15,14
216517,Прежний уровень,стандарт,да,5.5,5,233,0.24,Косметика и аксесуары,5,4,4,6,5683.5,5190.0,6241.2,15,15
216518,Прежний уровень,премиум,да,3.3,5,994,0.28,Товары для детей,4,3,5,10,4434.0,5134.0,5171.1,9,15
216519,Прежний уровень,стандарт,да,4.2,5,937,0.11,Косметика и аксесуары,4,2,2,6,5531.0,4979.0,6139.4,15,13
216520,Прежний уровень,стандарт,да,4.1,4,644,0.21,Кухонная посуда,2,3,6,10,4532.5,4870.0,4370.0,21,15
216521,Прежний уровень,стандарт,да,5.8,4,505,0.13,Домашний текстиль,5,3,4,6,4526.0,4673.0,4528.6,16,13
216522,Прежний уровень,стандарт,да,5.5,4,969,0.12,Домашний текстиль,5,2,2,11,4708.5,4449.0,5063.4,14,22
216523,Прежний уровень,стандарт,да,4.0,3,461,0.28,Мелкая бытовая техника и электроника,4,1,3,5,4153.5,4416.0,4056.0,17,9
216524,Прежний уровень,стандарт,нет,4.9,3,326,0.95,Мелкая бытовая техника и электроника,3,2,3,13,4503.0,5379.0,3873.8,20,13
216525,Прежний уровень,премиум,да,5.7,4,713,0.13,Косметика и аксесуары,3,1,0,8,4799.0,4757.0,4965.4,13,18
216526,Прежний уровень,стандарт,да,5.6,4,157,0.3,Товары для детей,6,3,2,9,4505.0,4655.0,4765.0,13,14
216527,Прежний уровень,стандарт,нет,4.9,3,679,0.15,Техника для красоты и здоровья,4,1,1,14,4668.0,5023.0,5106.1,12,19
216528,Прежний уровень,премиум,да,4.4,4,993,0.11,Товары для детей,4,1,4,13,4450.0,5245.0,3891.0,19,19
216529,Прежний уровень,стандарт,нет,3.5,3,757,0.25,Товары для детей,3,1,2,7,4340.0,4974.0,5019.9,11,17
216530,Прежний уровень,стандарт,нет,4.9,3,362,0.24,Товары для детей,4,1,5,12,5388.0,5118.0,5280.1,17,15
216531,Прежний уровень,стандарт,да,4.9,4,780,0.24,Кухонная посуда,4,4,1,17,4878.5,4946.0,4950.0,14,14
216532,Прежний уровень,стандарт,да,4.3,5,401,0.15,Косметика и аксесуары,5,0,2,6,4686.0,4401.0,5063.0,14,14
216533,Прежний уровень,стандарт,нет,5.7,5,769,0.14,Техника для красоты и здоровья,4,1,8,10,5868.0,4925.0,5180.3,15,20
216534,Прежний уровень,стандарт,нет,4.9,4,445,0.2,Техника для красоты и здоровья,2,2,6,8,4693.0,5212.0,5270.2,18,7
216535,Прежний уровень,стандарт,нет,4.7,4,1013,0.21,Мелкая бытовая техника и электроника,4,0,5,9,4312.5,4488.0,4290.4,15,17
216536,Прежний уровень,стандарт,нет,5.2,3,324,0.15,Товары для детей,6,1,4,10,5109.0,4949.0,5097.3,10,13
216537,Прежний уровень,премиум,да,4.4,4,873,0.3,Косметика и аксесуары,6,4,3,4,4486.5,4908.0,4251.2,14,22
216538,Прежний уровень,премиум,да,4.9,4,482,0.17,Косметика и аксесуары,3,2,2,12,4969.0,4624.0,5398.0,9,16
216539,Прежний уровень,стандарт,да,5.1,4,176,0.28,Домашний текстиль,6,2,3,16,5307.5,4952.0,5745.6,18,9
216540,Прежний уровень,стандарт,нет,4.6,5,347,0.25,Мелкая бытовая техника и электроника,4,4,5,12,4562.0,4772.0,4510.0,18,18
216541,Прежний уровень,стандарт,да,4.1,4,593,0.29,Косметика и аксесуары,4,1,1,8,5782.0,4432.0,7082.0,18,22
216542,Прежний уровень,стандарт,нет,3.4,3,776,0.17,Товары для детей,4,2,6,10,5173.0,5028.0,5175.6,17,17
216543,Прежний уровень,стандарт,да,3.7,4,514,0.25,Домашний текстиль,3,3,4,12,5031.0,5211.0,5005.0,16,14
216544,Прежний уровень,стандарт,да,4.1,4,335,0.3,Техника для красоты и здоровья,5,2,6,9,4535.0,4820.0,4912.0,17,11
216545,Прежний уровень,стандарт,да,5.7,4,594,0.14,Товары для детей,5,4,4,4,5505.0,4943.0,5142.3,15,23
216546,Прежний уровень,премиум,да,4.7,4,475,0.26,Косметика и аксесуары,2,3,3,14,3155.0,5154.0,3457.9,15,14
216547,Прежний уровень,стандарт,нет,4.0,3,509,0.25,Косметика и аксесуары,2,6,3,13,4369.0,4847.0,4913.7,13,10
216548,Прежний уровень,стандарт,нет,6.3,4,252,0.16,Косметика и аксесуары,3,4,3,5,5422.0,5328.0,5470.1,15,17
216549,Прежний уровень,премиум,нет,4.3,3,820,0.16,Косметика и аксесуары,4,4,3,9,4102.0,4882.0,3556.0,18,12
216550,Прежний уровень,премиум,да,4.4,5,744,0.16,Мелкая бытовая техника и электроника,3,2,4,8,4371.0,4830.0,4898.8,16,13
